dfa_id,regex,A,B,C,D,E,F,G,H,I,J,K,L
387,[FELI],0,0,0,0,1,1,0,0,1,0,0,1
388,[KGJ],0,0,0,0,0,0,1,0,0,1,1,0
389,L|A+G+|EC*H|CB+|I+A*FE,1,1,1,0,1,1,1,1,1,0,0,1
390,A+FD*B,1,1,0,1,0,1,0,0,0,0,0,0
391,[BJIDFE],0,1,0,1,1,1,0,0,1,1,0,0
392,[EBJGF]*,0,1,0,0,1,1,1,0,0,1,0,0
393,G+G+K+A+|LE*K*D*,1,0,0,1,1,0,1,0,0,0,1,1
394,I+A+|B+D+,1,1,0,1,0,0,0,0,1,0,0,0
395,K*|E*K+I|D*G*E*L+A|D+H+,1,0,0,1,1,0,1,1,1,0,1,1
396,[BLFI]+,0,1,0,0,0,1,0,0,1,0,0,1
397,[KBHFLJ]*,0,1,0,0,0,1,0,1,0,1,1,1
398,[IDFEGC],0,0,1,1,1,1,1,0,1,0,0,0
399,[HBJ]*,0,1,0,0,0,0,0,1,0,1,0,0
400,A+F*A*,1,0,0,0,0,1,0,0,0,0,0,0
401,[GJFIK],0,0,0,0,0,1,1,0,1,1,1,0
402,[HIE],0,0,0,0,1,0,0,1,1,0,0,0
403,[IHE],0,0,0,0,1,0,0,1,1,0,0,0
404,[CBKJHF],0,1,1,0,0,1,0,1,0,1,1,0
405,GB|AF*AE+,1,1,0,0,1,1,1,0,0,0,0,0
406,[BCFIHL],0,1,1,0,0,1,0,1,1,0,0,1
407,H+C*J,0,0,1,0,0,0,0,1,0,1,0,0
408,[FCHLE],0,0,1,0,1,1,0,1,0,0,0,1
409,H*|AF*C*B*EA+|A,1,1,1,0,1,1,0,1,0,0,0,0
410,[EGLKC]*,0,0,1,0,1,0,1,0,0,0,1,1
411,I+L|K*G+|B*G|J,0,1,0,0,0,0,1,0,1,1,1,1
412,[EJKA]*,1,0,0,0,1,0,0,0,0,1,1,0
413,[GFIEKJ],0,0,0,0,1,1,1,0,1,1,1,0
414,EG+AC|C*D,1,0,1,1,1,0,1,0,0,0,0,0
415,[LFDJH]+,0,0,0,1,0,1,0,1,0,1,0,1
416,[DHKIL]*,0,0,0,1,0,0,0,1,1,0,1,1
417,[DGLAH],1,0,0,1,0,0,1,1,0,0,0,1
418,[AKCDJL]*,1,0,1,1,0,0,0,0,0,1,1,1
419,I*J+I+,0,0,0,0,0,0,0,0,1,1,0,0
420,[BDLGH]*,0,1,0,1,0,0,1,1,0,0,0,1
421,KI+H|B+H|A+C*C|F*F*|E,1,1,1,0,1,1,0,1,1,0,1,0
422,I*H*|L+K*E+|FD+|K*,0,0,0,1,1,1,0,1,1,0,1,1
423,HI+|G+J+H+|C+K|LG|K+,0,0,1,0,0,0,1,1,1,1,1,1
424,[IKG]*,0,0,0,0,0,0,1,0,1,0,1,0
425,[IHFB],0,1,0,0,0,1,0,1,1,0,0,0
426,[EAHLGJ]+,1,0,0,0,1,0,1,1,0,1,0,1
427,[DGAB]*,1,1,0,1,0,0,1,0,0,0,0,0
428,[KAHE]+,1,0,0,0,1,0,0,1,0,0,1,0
429,[BDKAF]+,1,1,0,1,0,1,0,0,0,0,1,0
430,[ELG]*,0,0,0,0,1,0,1,0,0,0,0,1
431,I+F+E+F*C*,0,0,1,0,1,1,0,0,1,0,0,0
432,A|B*F*E*H+|DG+B*H+,1,1,0,1,1,1,1,1,0,0,0,0
433,[BIGCD]*,0,1,1,1,0,0,1,0,1,0,0,0
434,C+A*GC+G*|GG*,1,0,1,0,0,0,1,0,0,0,0,0
435,[BFKGC],0,1,1,0,0,1,1,0,0,0,1,0
436,[DGFAK],1,0,0,1,0,1,1,0,0,0,1,0
437,L+|L+GJHK|I*H*|E+E*,0,0,0,0,1,0,1,1,1,1,1,1
438,[KFBIG],0,1,0,0,0,1,1,0,1,0,1,0
439,[BHF]+,0,1,0,0,0,1,0,1,0,0,0,0
440,[GHA]+,1,0,0,0,0,0,1,1,0,0,0,0
441,L|ID*I+,0,0,0,1,0,0,0,0,1,0,0,1
442,[HBL]+,0,1,0,0,0,0,0,1,0,0,0,1
443,[DFCJ]+,0,0,1,1,0,1,0,0,0,1,0,0
444,L*GEC*,0,0,1,0,1,0,1,0,0,0,0,1
445,[LAC]+,1,0,1,0,0,0,0,0,0,0,0,1
446,JCB*G+|A+D+C*,1,1,1,1,0,0,1,0,0,1,0,0
447,[LJG],0,0,0,0,0,0,1,0,0,1,0,1
448,K+F+|I*A*,1,0,0,0,0,1,0,0,1,0,1,0
449,G|F*CKF,0,0,1,0,0,1,1,0,0,0,1,0
450,[LKD]+,0,0,0,1,0,0,0,0,0,0,1,1
451,[FAE],1,0,0,0,1,1,0,0,0,0,0,0
452,[IFBD],0,1,0,1,0,1,0,0,1,0,0,0
453,[HCKAD]+,1,0,1,1,0,0,0,1,0,0,1,0
454,[FKIC],0,0,1,0,0,1,0,0,1,0,1,0
455,[EDFIG]*,0,0,0,1,1,1,1,0,1,0,0,0
456,F*EG+,0,0,0,0,1,1,1,0,0,0,0,0
457,[HKGFJL]*,0,0,0,0,0,1,1,1,0,1,1,1
458,IK+F*A+|E*B*|G*,1,1,0,0,1,1,1,0,1,0,1,0
459,[EHJ]+,0,0,0,0,1,0,0,1,0,1,0,0
460,H*|H*DK*,0,0,0,1,0,0,0,1,0,0,1,0
461,[FAJKGI]+,1,0,0,0,0,1,1,0,1,1,1,0
462,[AJGF],1,0,0,0,0,1,1,0,0,1,0,0
463,DDK*G*J*D+H,0,0,0,1,0,0,1,1,0,1,1,0
464,HE*B|I+,0,1,0,0,1,0,0,1,1,0,0,0
465,CE|LG*I+F*K*D|C+G+|D,0,0,1,1,1,1,1,0,1,0,1,1
466,[JDCGH],0,0,1,1,0,0,1,1,0,1,0,0
467,DB+C*,0,1,1,1,0,0,0,0,0,0,0,0
468,[DJKB]+,0,1,0,1,0,0,0,0,0,1,1,0
469,JIA*,1,0,0,0,0,0,0,0,1,1,0,0
470,[GHKC]+,0,0,1,0,0,0,1,1,0,0,1,0
471,[DHF]*,0,0,0,1,0,1,0,1,0,0,0,0
472,[KLIE]*,0,0,0,0,1,0,0,0,1,0,1,1
473,I*DF*|D*H|HB+G*H,0,1,0,1,0,1,1,1,1,0,0,0
474,[DIKHFE]*,0,0,0,1,1,1,0,1,1,0,1,0
475,[ECI]*,0,0,1,0,1,0,0,0,1,0,0,0
476,ADH+H|J*A+A+,1,0,0,1,0,0,0,1,0,1,0,0
477,[GKE]+,0,0,0,0,1,0,1,0,0,0,1,0
478,[BAGFH]+,1,1,0,0,0,1,1,1,0,0,0,0
479,B*I+E|F+,0,1,0,0,1,1,0,0,1,0,0,0
480,E*A+C*|E+,1,0,1,0,1,0,0,0,0,0,0,0
481,I+CL*,0,0,1,0,0,0,0,0,1,0,0,1
482,[DCJ]+,0,0,1,1,0,0,0,0,0,1,0,0
483,G|E+A|J+D*|A+,1,0,0,1,1,0,1,0,0,1,0,0
484,J+LK+B+|F+D*|KC*|I+,0,1,1,1,0,1,0,0,1,1,1,1
485,B+G*|EI*|J+,0,1,0,0,1,0,1,0,1,1,0,0
486,[BKDC]+,0,1,1,1,0,0,0,0,0,0,1,0
487,D+|FB*F*,0,1,0,1,0,1,0,0,0,0,0,0
488,B*|G*FA+|L+,1,1,0,0,0,1,1,0,0,0,0,1
489,A|K+E*|K+DE+BK+I+A+|H,1,1,0,1,1,0,0,1,1,0,1,0
490,D|D+B*FD+G,0,1,0,1,0,1,1,0,0,0,0,0
491,B+AG,1,1,0,0,0,0,1,0,0,0,0,0
492,[KJELG],0,0,0,0,1,0,1,0,0,1,1,1
493,F|IAB+|G,1,1,0,0,0,1,1,0,1,0,0,0
494,[FHK],0,0,0,0,0,1,0,1,0,0,1,0
495,[FDLG]+,0,0,0,1,0,1,1,0,0,0,0,1
496,[JGB]+,0,1,0,0,0,0,1,0,0,1,0,0
497,BC|E+IF+D+|B*K,0,1,1,1,1,1,0,0,1,0,1,0
498,J*|IH+CC+|L+J*CH*,0,0,1,0,0,0,0,1,1,1,0,1
499,L+J*|H*L+D*D+G*|C*A+|A*E+,1,0,1,1,1,0,1,1,0,1,0,1
500,[HKD]+,0,0,0,1,0,0,0,1,0,0,1,0
501,B|H*AJ*J*E+|J+H+,1,1,0,0,1,0,0,1,0,1,0,0
502,[JILE]+,0,0,0,0,1,0,0,0,1,1,0,1
503,FF+|E*CD*|IJ|FJ+J*C,0,0,1,1,1,1,0,0,1,1,0,0
504,[FHCDL]+,0,0,1,1,0,1,0,1,0,0,0,1
505,[CFI],0,0,1,0,0,1,0,0,1,0,0,0
506,[HEL],0,0,0,0,1,0,0,1,0,0,0,1
507,D+|F+A|D*B+|F*DE*AB+,1,1,0,1,1,1,0,0,0,0,0,0
508,B+F+|B*L+I*G+C|H*D,0,1,1,1,0,1,1,1,1,0,0,1
509,[CEH]*,0,0,1,0,1,0,0,1,0,0,0,0
510,[KEA]*,1,0,0,0,1,0,0,0,0,0,1,0
511,D*|H+F*L+CI+,0,0,1,1,0,1,0,1,1,0,0,1
512,[GLKHA],1,0,0,0,0,0,1,1,0,0,1,1
513,B*A+|A*K*|I+L,1,1,0,0,0,0,0,0,1,0,1,1
514,D|GI*F+G+|G*K+|I*,0,0,0,1,0,1,1,0,1,0,1,0
515,G+H+F*J*,0,0,0,0,0,1,1,1,0,1,0,0
516,B*|AE+|K+B*,1,1,0,0,1,0,0,0,0,0,1,0
517,I*CE+,0,0,1,0,1,0,0,0,1,0,0,0
518,F+|K+FK,0,0,0,0,0,1,0,0,0,0,1,0
519,AII*H*,1,0,0,0,0,0,0,1,1,0,0,0
520,[CFJLI]*,0,0,1,0,0,1,0,0,1,1,0,1
521,[JHEC]*,0,0,1,0,1,0,0,1,0,1,0,0
522,I+BDG+|BF+|B*E+,0,1,0,1,1,1,1,0,1,0,0,0
523,[CFLJ]*,0,0,1,0,0,1,0,0,0,1,0,1
524,[EAIBLH]*,1,1,0,0,1,0,0,1,1,0,0,1
525,[EAD]*,1,0,0,1,1,0,0,0,0,0,0,0
526,D*|I*H|A*L+AB+|C*AF+G+,1,1,1,1,0,1,1,1,1,0,0,1
527,B|B+DGA|DD+F*,1,1,0,1,0,1,1,0,0,0,0,0
528,[JDGKF]+,0,0,0,1,0,1,1,0,0,1,1,0
529,[JDEBLH]+,0,1,0,1,1,0,0,1,0,1,0,1
530,G*F+K*,0,0,0,0,0,1,1,0,0,0,1,0
531,[GEKC]*,0,0,1,0,1,0,1,0,0,0,1,0
532,GH*DA*JD+B*J*,1,1,0,1,0,0,1,1,0,1,0,0
533,[BCL],0,1,1,0,0,0,0,0,0,0,0,1
534,[JLKDFG],0,0,0,1,0,1,1,0,0,1,1,1
535,[DIJC]*,0,0,1,1,0,0,0,0,1,1,0,0
536,G*C+EB*,0,1,1,0,1,0,1,0,0,0,0,0
537,LB+L+J+|FB|F*G,0,1,0,0,0,1,1,0,0,1,0,1
538,D*|EF*|BI*G|D,0,1,0,1,1,1,1,0,1,0,0,0
539,[DFJGBH]*,0,1,0,1,0,1,1,1,0,1,0,0
540,DL*|H*E+|J+CFK*,0,0,1,1,1,1,0,1,0,1,1,1
541,[ABDI]*,1,1,0,1,0,0,0,0,1,0,0,0
542,[BLDK]+,0,1,0,1,0,0,0,0,0,0,1,1
543,[HALEDI]*,1,0,0,1,1,0,0,1,1,0,0,1
544,KI|F+B+|D+,0,1,0,1,0,1,0,0,1,0,1,0
545,[FCAHKJ]+,1,0,1,0,0,1,0,1,0,1,1,0
546,EDF*|I*L+|J*D+|K*I+|C,0,0,1,1,1,1,0,0,1,1,1,1
547,[AHEBGC]*,1,1,1,0,1,0,1,1,0,0,0,0
548,[ADBEHI]+,1,1,0,1,1,0,0,1,1,0,0,0
549,B|D*B*K|JK+,0,1,0,1,0,0,0,0,0,1,1,0
550,A*|G+G|DJ,1,0,0,1,0,0,1,0,0,1,0,0
551,[DHAC]*,1,0,1,1,0,0,0,1,0,0,0,0
552,[CJHLIE]*,0,0,1,0,1,0,0,1,1,1,0,1
553,A*I*A,1,0,0,0,0,0,0,0,1,0,0,0
554,C+FH+|D+,0,0,1,1,0,1,0,1,0,0,0,0
555,[GAB]*,1,1,0,0,0,0,1,0,0,0,0,0
556,DC*AB*,1,1,1,1,0,0,0,0,0,0,0,0
557,E+LAJ*L|L*I*JB,1,1,0,0,1,0,0,0,1,1,0,1
558,K*|I+L*C+,0,0,1,0,0,0,0,0,1,0,1,1
559,D*I+D+E*|IG*I*|F*A*B+|G,1,1,0,1,1,1,1,0,1,0,0,0
560,BGJ*|EE*,0,1,0,0,1,0,1,0,0,1,0,0
561,L*|AE|IF,1,0,0,0,1,1,0,0,1,0,0,1
562,[LIAJE]+,1,0,0,0,1,0,0,0,1,1,0,1
563,H*D*H+F,0,0,0,1,0,1,0,1,0,0,0,0
564,C*|LIE*G|KJC+C+H+,0,0,1,0,1,0,1,1,1,1,1,1
565,H|C+BH+GD*,0,1,1,1,0,0,1,1,0,0,0,0
566,[GBCIL]+,0,1,1,0,0,0,1,0,1,0,0,1
567,[JAB],1,1,0,0,0,0,0,0,0,1,0,0
568,E*D+F,0,0,0,1,1,1,0,0,0,0,0,0
569,HD+F+E+D*K*|L+,0,0,0,1,1,1,0,1,0,0,1,1
570,B*JI*C*,0,1,1,0,0,0,0,0,1,1,0,0
571,F*CA|F+,1,0,1,0,0,1,0,0,0,0,0,0
572,G+C+G+L*K*|J*K*,0,0,1,0,0,0,1,0,0,1,1,1
573,[KECGJ]*,0,0,1,0,1,0,1,0,0,1,1,0
574,[HKLJG]+,0,0,0,0,0,0,1,1,0,1,1,1
575,[FLJHG],0,0,0,0,0,1,1,1,0,1,0,1
576,[LEBFA]+,1,1,0,0,1,1,0,0,0,0,0,1
577,[BDCIKG]*,0,1,1,1,0,0,1,0,1,0,1,0
578,KK+|A*DH*C+,1,0,1,1,0,0,0,1,0,0,1,0
579,J+|J*A*BL,1,1,0,0,0,0,0,0,0,1,0,1
580,H+|J+A+DL*,1,0,0,1,0,0,0,1,0,1,0,1
581,F*F+|F*F|H+D*,0,0,0,1,0,1,0,1,0,0,0,0
582,[IHDJC],0,0,1,1,0,0,0,1,1,1,0,0
583,[BCLJKE],0,1,1,0,1,0,0,0,0,1,1,1
584,[HABIDJ]+,1,1,0,1,0,0,0,1,1,1,0,0
585,L*HH*,0,0,0,0,0,0,0,1,0,0,0,1
586,[LAHKI],1,0,0,0,0,0,0,1,1,0,1,1
587,H*C*|I+A+B*F+KE+|G*D+,1,1,1,1,1,1,1,1,1,0,1,0
588,[BAF],1,1,0,0,0,1,0,0,0,0,0,0
589,[BIDL]*,0,1,0,1,0,0,0,0,1,0,0,1
590,LE+|LC*D,0,0,1,1,1,0,0,0,0,0,0,1
591,[CLGH]*,0,0,1,0,0,0,1,1,0,0,0,1
592,KH+H+|G+J+|LJ+,0,0,0,0,0,0,1,1,0,1,1,1
593,G|BJCD+H+,0,1,1,1,0,0,1,1,0,1,0,0
594,I+|G*I+I*,0,0,0,0,0,0,1,0,1,0,0,0
595,B|J*HJ*,0,1,0,0,0,0,0,1,0,1,0,0
596,B|J*K*D+|HG|C+A+|IB*|EG*,1,1,1,1,1,0,1,1,1,1,1,0
597,[ELDI]+,0,0,0,1,1,0,0,0,1,0,0,1
598,[GDI],0,0,0,1,0,0,1,0,1,0,0,0
599,[ECF],0,0,1,0,1,1,0,0,0,0,0,0
600,G*|FF+J*|B+,0,1,0,0,0,1,1,0,0,1,0,0
601,[JFC]+,0,0,1,0,0,1,0,0,0,1,0,0
602,K*L+F+EJ+,0,0,0,0,1,1,0,0,0,1,1,1
603,K|AK+F*B+B+|C+EF+,1,1,1,0,1,1,0,0,0,0,1,0
604,[HCI],0,0,1,0,0,0,0,1,1,0,0,0
605,[LKECD]+,0,0,1,1,1,0,0,0,0,0,1,1
606,K+FE+AD*,1,0,0,1,1,1,0,0,0,0,1,0
607,[LCKEAI],1,0,1,0,1,0,0,0,1,0,1,1
608,[GEBLK],0,1,0,0,1,0,1,0,0,0,1,1
609,FL|KA+|AAA+,1,0,0,0,0,1,0,0,0,0,1,1
610,[FHDBC],0,1,1,1,0,1,0,1,0,0,0,0
611,H+E*IE+|LJ,0,0,0,0,1,0,0,1,1,1,0,1
612,[GJLID],0,0,0,1,0,0,1,0,1,1,0,1
613,[BCL]+,0,1,1,0,0,0,0,0,0,0,0,1
614,B+H+DC,0,1,1,1,0,0,0,1,0,0,0,0
615,D+A*HE+J*B*L+J*,1,1,0,1,1,0,0,1,0,1,0,1
616,H*BE+IB*J*|K+E+,0,1,0,0,1,0,0,1,1,1,1,0
617,[GIB]*,0,1,0,0,0,0,1,0,1,0,0,0
618,[FBCAL]*,1,1,1,0,0,1,0,0,0,0,0,1
619,[HLJ]+,0,0,0,0,0,0,0,1,0,1,0,1
620,[HEDILG],0,0,0,1,1,0,1,1,1,0,0,1
621,[CJADB]+,1,1,1,1,0,0,0,0,0,1,0,0
622,[ACLE]*,1,0,1,0,1,0,0,0,0,0,0,1
623,[FGBHIJ]+,0,1,0,0,0,1,1,1,1,1,0,0
624,[EHFCB]*,0,1,1,0,1,1,0,1,0,0,0,0
625,[EDBGJA]+,1,1,0,1,1,0,1,0,0,1,0,0
626,L*LK|K+,0,0,0,0,0,0,0,0,0,0,1,1
627,[LAJI]+,1,0,0,0,0,0,0,0,1,1,0,1
628,[FHLJDE]*,0,0,0,1,1,1,0,1,0,1,0,1
629,[FBLGEC],0,1,1,0,1,1,1,0,0,0,0,1
630,[AHJK]+,1,0,0,0,0,0,0,1,0,1,1,0
631,[GIAH]*,1,0,0,0,0,0,1,1,1,0,0,0
632,[IGBEHF]+,0,1,0,0,1,1,1,1,1,0,0,0
633,[HFGBIK],0,1,0,0,0,1,1,1,1,0,1,0
634,[JFDAKC],1,0,1,1,0,1,0,0,0,1,1,0
635,C*|G*E*DB+K+|J*B*|K+D*,0,1,1,1,1,0,1,0,0,1,1,0
636,[LEBJD]*,0,1,0,1,1,0,0,0,0,1,0,1
637,[DKG]*,0,0,0,1,0,0,1,0,0,0,1,0
638,C*|L*B*L+J+LA|D+H*F,1,1,1,1,0,1,0,1,0,1,0,1
639,[AFDK],1,0,0,1,0,1,0,0,0,0,1,0
640,[CDEAKJ],1,0,1,1,1,0,0,0,0,1,1,0
641,[GBELKF]*,0,1,0,0,1,1,1,0,0,0,1,1
642,I+B*A*AB*|J+C*,1,1,1,0,0,0,0,0,1,1,0,0
643,[DJK],0,0,0,1,0,0,0,0,0,1,1,0
644,[KCAL],1,0,1,0,0,0,0,0,0,0,1,1
645,HL*|H*H+|H*C*C|E*,0,0,1,0,1,0,0,1,0,0,0,1
646,[BJF]+,0,1,0,0,0,1,0,0,0,1,0,0
647,[CHKL],0,0,1,0,0,0,0,1,0,0,1,1
648,K*K+|K*I*,0,0,0,0,0,0,0,0,1,0,1,0
649,[KHF],0,0,0,0,0,1,0,1,0,0,1,0
650,[LGJ]+,0,0,0,0,0,0,1,0,0,1,0,1
651,[GFDEIJ]*,0,0,0,1,1,1,1,0,1,1,0,0
652,H+|LL+B+,0,1,0,0,0,0,0,1,0,0,0,1
653,[GKEHI]+,0,0,0,0,1,0,1,1,1,0,1,0
654,[IKDBH],0,1,0,1,0,0,0,1,1,0,1,0
655,[LDG]*,0,0,0,1,0,0,1,0,0,0,0,1
656,[DHE]+,0,0,0,1,1,0,0,1,0,0,0,0
657,[GEDHC]*,0,0,1,1,1,0,1,1,0,0,0,0
658,[GCDJHB]+,0,1,1,1,0,0,1,1,0,1,0,0
659,C*C*D*,0,0,1,1,0,0,0,0,0,0,0,0
660,G|F*EK*,0,0,0,0,1,1,1,0,0,0,1,0
661,F*BJ*|I,0,1,0,0,0,1,0,0,1,1,0,0
662,[IKEAH],1,0,0,0,1,0,0,1,1,0,1,0
663,[IALFB]*,1,1,0,0,0,1,0,0,1,0,0,1
664,DF+A|G*,1,0,0,1,0,1,1,0,0,0,0,0
665,[KDB]*,0,1,0,1,0,0,0,0,0,0,1,0
666,[FHGBK],0,1,0,0,0,1,1,1,0,0,1,0
667,C*E*JH|G,0,0,1,0,1,0,1,1,0,1,0,0
668,[EHFADK]+,1,0,0,1,1,1,0,1,0,0,1,0
669,[HDEGKI]+,0,0,0,1,1,0,1,1,1,0,1,0
670,[LGEHD],0,0,0,1,1,0,1,1,0,0,0,1
671,HK+K*,0,0,0,0,0,0,0,1,0,0,1,0
672,[JBHKAG]*,1,1,0,0,0,0,1,1,0,1,1,0
673,I+L|C+J|C*K|L+F,0,0,1,0,0,1,0,0,1,1,1,1
674,LF*|I*F*H|CD+L*G,0,0,1,1,0,1,1,1,1,0,0,1
675,[HLJAFK],1,0,0,0,0,1,0,1,0,1,1,1
676,F+|J*F+A+,1,0,0,0,0,1,0,0,0,1,0,0
677,AL*|G+A*|F+A+|K+,1,0,0,0,0,1,1,0,0,0,1,1
678,[CHLEF],0,0,1,0,1,1,0,1,0,0,0,1
679,A*F*I+,1,0,0,0,0,1,0,0,1,0,0,0
680,[GIEJH]+,0,0,0,0,1,0,1,1,1,1,0,0
681,JE+HD+H*G*H+I+,0,0,0,1,1,0,1,1,1,1,0,0
682,[KBC],0,1,1,0,0,0,0,0,0,0,1,0
683,[BIL]*,0,1,0,0,0,0,0,0,1,0,0,1
684,G+|DJF*|G*L+,0,0,0,1,0,1,1,0,0,1,0,1
685,[CEDJL],0,0,1,1,1,0,0,0,0,1,0,1
686,[IGCLH]+,0,0,1,0,0,0,1,1,1,0,0,1
687,I|C*A*BH,1,1,1,0,0,0,0,1,1,0,0,0
688,J+DG|A+A+A*|IE*,1,0,0,1,1,0,1,0,1,1,0,0
689,G*CC*,0,0,1,0,0,0,1,0,0,0,0,0
690,J+|K+D*I*IC*F+D|K+,0,0,1,1,0,1,0,0,1,1,1,0
691,[EJAI],1,0,0,0,1,0,0,0,1,1,0,0
692,[JBFELI],0,1,0,0,1,1,0,0,1,1,0,1
693,[DJA]*,1,0,0,1,0,0,0,0,0,1,0,0
694,[KIL],0,0,0,0,0,0,0,0,1,0,1,1
695,[IJDEB],0,1,0,1,1,0,0,0,1,1,0,0
696,[DGHFAE],1,0,0,1,1,1,1,1,0,0,0,0
697,[JAHGDF],1,0,0,1,0,1,1,1,0,1,0,0
698,[DLE]+,0,0,0,1,1,0,0,0,0,0,0,1
699,A+E*|EB+I+DG|A+K+,1,1,0,1,1,0,1,0,1,0,1,0
700,C*BE*,0,1,1,0,1,0,0,0,0,0,0,0
701,[DEHF],0,0,0,1,1,1,0,1,0,0,0,0
702,F*A+K+|A*A,1,0,0,0,0,1,0,0,0,0,1,0
703,DJ*D+C+|F*E+|K*B+,0,1,1,1,1,1,0,0,0,1,1,0
704,F*|J*D*GB|C+,0,1,1,1,0,1,1,0,0,1,0,0
705,[ECDF],0,0,1,1,1,1,0,0,0,0,0,0
706,HI|IH|G+A+I*H+B+,1,1,0,0,0,0,1,1,1,0,0,0
707,[BKFE]*,0,1,0,0,1,1,0,0,0,0,1,0
708,E|J+DKK+H*G+|B,0,1,0,1,1,0,1,1,0,1,1,0
709,[KCJIE],0,0,1,0,1,0,0,0,1,1,1,0
710,[LICB],0,1,1,0,0,0,0,0,1,0,0,1
711,F+|G+K|B*A+|H*J*|LK*CF+F*,1,1,1,0,0,1,1,1,0,1,1,1
712,I+E+JD*DBG+,0,1,0,1,1,0,1,0,1,1,0,0
713,[GKJLAI]+,1,0,0,0,0,0,1,0,1,1,1,1
714,[BDIHLE]+,0,1,0,1,1,0,0,1,1,0,0,1
715,[BHEDK],0,1,0,1,1,0,0,1,0,0,1,0
716,G*D*D*|CB*,0,1,1,1,0,0,1,0,0,0,0,0
717,[IHG]*,0,0,0,0,0,0,1,1,1,0,0,0
718,B*B*|L*K|JK*,0,1,0,0,0,0,0,0,0,1,1,1
719,H*K+|B*B+BE*C+D*H,0,1,1,1,1,0,0,1,0,0,1,0
720,[CADGK],1,0,1,1,0,0,1,0,0,0,1,0
721,[KEBGF]+,0,1,0,0,1,1,1,0,0,0,1,0
722,[KJGIE]+,0,0,0,0,1,0,1,0,1,1,1,0
723,[EBGFHI]*,0,1,0,0,1,1,1,1,1,0,0,0
724,A+|D*K*C+|L+EK*,1,0,1,1,1,0,0,0,0,0,1,1
725,[LJC]+,0,0,1,0,0,0,0,0,0,1,0,1
726,IKJ+F+D+B+|L*DJ,0,1,0,1,0,1,0,0,1,1,1,1
727,LJ*|L*J*E,0,0,0,0,1,0,0,0,0,1,0,1
728,[BCDAK]*,1,1,1,1,0,0,0,0,0,0,1,0
729,[DGLBIH],0,1,0,1,0,0,1,1,1,0,0,1
730,JKKH*H,0,0,0,0,0,0,0,1,0,1,1,0
731,[BHGDEI]+,0,1,0,1,1,0,1,1,1,0,0,0
732,[GEIK],0,0,0,0,1,0,1,0,1,0,1,0
733,[HLG]*,0,0,0,0,0,0,1,1,0,0,0,1
734,[BADH]*,1,1,0,1,0,0,0,1,0,0,0,0
735,[AFGK]+,1,0,0,0,0,1,1,0,0,0,1,0
736,D*G|E*C*L+D+J,0,0,1,1,1,0,1,0,0,1,0,1
737,DA*G*|D+I+|H*I+,1,0,0,1,0,0,1,1,1,0,0,0
738,[LBFGAE]+,1,1,0,0,1,1,1,0,0,0,0,1
739,C*|G*EA+F*K+|D+A*|K*G*,1,0,1,1,1,1,1,0,0,0,1,0
740,[KDA]*,1,0,0,1,0,0,0,0,0,0,1,0
741,[DLHGKE],0,0,0,1,1,0,1,1,0,0,1,1
742,J*|B+G+K*G*K|J*G+F*,0,1,0,0,0,1,1,0,0,1,1,0
743,[FKJDBH],0,1,0,1,0,1,0,1,0,1,1,0
744,AGF*G|D+,1,0,0,1,0,1,1,0,0,0,0,0
745,[EBG],0,1,0,0,1,0,1,0,0,0,0,0
746,[CKAJ]+,1,0,1,0,0,0,0,0,0,1,1,0
747,[DGL]+,0,0,0,1,0,0,1,0,0,0,0,1
748,B*H*IA*C,1,1,1,0,0,0,0,1,1,0,0,0
749,GK*A*|K,1,0,0,0,0,0,1,0,0,0,1,0
750,[IDALKH]+,1,0,0,1,0,0,0,1,1,0,1,1
751,[GDFBIE]*,0,1,0,1,1,1,1,0,1,0,0,0
752,[KGLD]+,0,0,0,1,0,0,1,0,0,0,1,1
753,BK+K*|B*,0,1,0,0,0,0,0,0,0,0,1,0
754,[HBKDJ]+,0,1,0,1,0,0,0,1,0,1,1,0
755,[FEBKGD]*,0,1,0,1,1,1,1,0,0,0,1,0
756,[DIE]+,0,0,0,1,1,0,0,0,1,0,0,0
757,G|EIE|B+B*D+|BJ*,0,1,0,1,1,0,1,0,1,1,0,0
758,[CBAHD]*,1,1,1,1,0,0,0,1,0,0,0,0
759,[JEF]*,0,0,0,0,1,1,0,0,0,1,0,0
760,H+|G+KD|C+I+|I*,0,0,1,1,0,0,1,1,1,0,1,0
761,[DHBC]+,0,1,1,1,0,0,0,1,0,0,0,0
762,[FJCAKL],1,0,1,0,0,1,0,0,0,1,1,1
763,J|A*IB+|D+K+J+,1,1,0,1,0,0,0,0,1,1,1,0
764,[BFICHK]+,0,1,1,0,0,1,0,1,1,0,1,0
765,E|B*D+CB*|E+C*,0,1,1,1,1,0,0,0,0,0,0,0
766,ID+L+E+E+G*C+,0,0,1,1,1,0,1,0,1,0,0,1
767,KI+D+I+|A+F+,1,0,0,1,0,1,0,0,1,0,1,0
768,K*L*G+LC*E+J*|G*A+,1,0,1,0,1,0,1,0,0,1,1,1
769,[ILD],0,0,0,1,0,0,0,0,1,0,0,1
770,[LKCJ]*,0,0,1,0,0,0,0,0,0,1,1,1
771,[JLF]*,0,0,0,0,0,1,0,0,0,1,0,1
772,H+CB+EJL*|J*,0,1,1,0,1,0,0,1,0,1,0,1
773,[FDHB]+,0,1,0,1,0,1,0,1,0,0,0,0
